BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
30:0A:C5:9E:24:63, 2023-01-30 19:45:25, 2023-01-30 19:51:08,11,130, WPA2, CCMP, PSK,-73,7,0,   0.  0.  0.  0,8, PanPanDa, ,56:4F:83:5B:75:6F, 2023-01-30 19:50:28, 2023-01-30 19:50:28,-63,1, (not associated) ,
18:E8:29:FE:EB:AF, 2023-01-30 19:44:41, 2023-01-30 19:50:43,1,-1, , ,   ,-1,0,0,   0.  0.  0.  0,0, , ,CA:D7:80:46:31:61, 2023-01-30 19:50:15, 2023-01-30 19:50:16,-63,4, (not associated) ,
C8:13:8B:95:C3:19, 2023-01-30 19:45:07, 2023-01-30 19:50:42,6,130, WPA2, CCMP, PSK,-73,18,0,   0.  0.  0.  0,0, , ,46:F0:DA:5F:C4:63, 2023-01-30 19:49:49, 2023-01-30 19:49:49,-47,1, (not associated) ,
3C:6A:A7:DC:71:2F, 2023-01-30 19:50:33, 2023-01-30 19:50:34,6,-1, OPN, ,   ,-1,0,12,   0.  0.  0.  0,0, , ,8A:A1:5C:3C:E8:5D, 2023-01-30 19:49:50, 2023-01-30 19:49:50,-49,2, (not associated) ,
16:11:5D:11:29:C9, 2023-01-30 19:46:42, 2023-01-30 19:50:17,3,130, WPA2, CCMP TKIP, PSK,-72,6,0,   0.  0.  0.  0,4, No.X, ,82:EE:47:F8:C8:9B, 2023-01-30 19:49:49, 2023-01-30 19:49:49,-53,1, (not associated) ,
56:C1:A1:5C:DE:B9, 2023-01-30 19:44:51, 2023-01-30 19:50:08,11,180, WPA2, CCMP, PSK,-82,4,1,   0.  0.  0.  0,9, realme 5i, ,9C:2F:9D:9A:5F:43, 2023-01-30 19:49:49, 2023-01-30 19:49:49,-59,3, (not associated) ,
CC:BB:FE:9D:B3:6C, 2023-01-30 19:45:26, 2023-01-30 19:47:07,4,130, WPA2 WPA, CCMP, PSK,-71,3,0,   0.  0.  0.  0,4, A800, ,7E:8B:BA:70:BE:CE, 2023-01-30 19:49:49, 2023-01-30 19:49:49,-61,1, (not associated) ,
E6:E9:5A:47:C7:17, 2023-01-30 19:46:59, 2023-01-30 19:46:59,6,130, WPA2, CCMP, PSK,-76,1,0,   0.  0.  0.  0,17, , ,2A:D6:D2:F2:B7:D6, 2023-01-30 19:49:49, 2023-01-30 19:49:49,-63,6, (not associated) ,
18:56:44:02:41:30, 2023-01-30 19:46:50, 2023-01-30 19:49:16,4,-1, WPA, ,   ,-82,0,1,   0.  0.  0.  0,0, , ,8A:20:A8:33:48:22, 2023-01-30 19:49:41, 2023-01-30 19:49:41,-45,1, (not associated) ,
F6:92:BF:CB:7C:AC, 2023-01-30 19:48:25, 2023-01-30 19:49:26,4,-1, , ,   ,-1,0,0,   0.  0.  0.  0,0, , ,A6:A4:BE:D2:7D:DE, 2023-01-30 19:49:42, 2023-01-30 19:49:42,-83,1, (not associated) ,
64:20:E0:6C:2F:1B, 2023-01-30 19:44:59, 2023-01-30 19:49:50,2,360, WPA2, CCMP, PSK,-72,2,0,   0.  0.  0.  0,0, , ,0E:77:4C:B7:0B:10, 2023-01-30 19:49:30, 2023-01-30 19:49:30,-45,1, (not associated) ,
66:20:E0:1C:2F:1B, 2023-01-30 19:49:50, 2023-01-30 19:49:50,2,360, WPA2, CCMP, PSK,-68,1,0,   0.  0.  0.  0,12, Taewifi_2.4G, ,6A:1F:17:50:D1:A1, 2023-01-30 19:48:25, 2023-01-30 19:49:26,-67,3, F6:92:BF:CB:7C:AC,
94:46:96:56:DC:64, 2023-01-30 19:44:18, 2023-01-30 19:50:16,1,130, WPA2, CCMP TKIP, PSK,-68,12,0,   0.  0.  0.  0,10, Moss2.4GHz, ,3E:AE:AC:1C:18:FD, 2023-01-30 19:49:30, 2023-01-30 19:49:30,-69,4, (not associated) ,
B8:3A:08:C5:82:01, 2023-01-30 19:45:07, 2023-01-30 19:50:26,5,130, WPA2, CCMP, PSK,-76,10,0,   0.  0.  0.  0,9, BANNAKAN4, ,0E:56:89:79:3D:F1, 2023-01-30 19:49:25, 2023-01-30 19:49:25,-85,1, 00:25:00:FF:94:73,
B8:3A:08:C6:41:B1, 2023-01-30 19:48:18, 2023-01-30 19:50:27,1,130, WPA2, CCMP, PSK,-69,3,1,   0.  0.  0.  0,11, BANNAKARN_5, ,5E:E5:0C:0C:CC:54, 2023-01-30 19:49:16, 2023-01-30 19:49:16,-71,1, 18:56:44:02:41:30,
E0:CC:7A:99:FB:CC, 2023-01-30 19:48:50, 2023-01-30 19:50:50,1,130, WPA2 WPA, CCMP, PSK,-76,4,0,   0.  0.  0.  0,4, A400, ,1A:2B:6C:11:CF:B5, 2023-01-30 19:49:05, 2023-01-30 19:49:06,-63,4, (not associated) ,
C0:C9:E3:D7:DD:9D, 2023-01-30 19:44:50, 2023-01-30 19:50:50,2,270, OPN, ,   ,-68,6,0,   0.  0.  0.  0,11, Maprang_FL6, ,86:C6:19:7E:0D:3B, 2023-01-30 19:48:32, 2023-01-30 19:49:05,-79,12, 00:25:00:FF:94:73,
14:91:82:A4:38:51, 2023-01-30 19:48:33, 2023-01-30 19:51:11,6,54, OPN, ,   ,-82,2,0,   0.  0.  0.  0,13, SrongklodWifi, ,84:6F:CE:6F:D0:E9, 2023-01-30 19:45:33, 2023-01-30 19:48:51,-65,6, E8:65:D4:64:D1:11,
26:56:C8:D1:A0:75, 2023-01-30 19:44:16, 2023-01-30 19:51:25,11,65, WPA2, CCMP, PSK,-81,23,0,   0.  0.  0.  0,14, Galaxy A30DBE7, ,9A:58:64:35:AC:FC, 2023-01-30 19:48:06, 2023-01-30 19:48:06,-65,1, (not associated) ,
E8:65:D4:64:D1:15, 2023-01-30 19:44:08, 2023-01-30 19:51:34,40,780, WPA2, CCMP TKIP, PSK,-78,44,0,   0.  0.  0.  0,8, MHOME_5G, ,82:6E:B3:E7:B9:45, 2023-01-30 19:48:06, 2023-01-30 19:48:06,-75,1, 00:25:00:FF:94:73,
CC:64:A6:7D:49:24, 2023-01-30 19:45:43, 2023-01-30 19:51:25,11,130, WPA2 WPA, CCMP, PSK,-73,11,0,   0.  0.  0.  0,4, A600, ,3E:F9:3B:BB:44:75, 2023-01-30 19:47:30, 2023-01-30 19:47:30,-49,1, (not associated) ,
CA:13:8B:95:C3:19, 2023-01-30 19:45:01, 2023-01-30 19:51:25,6,130, WPA2, CCMP, PSK,-71,13,0,   0.  0.  0.  0,13, Soulhumack_2G, ,AA:8D:F1:81:98:B1, 2023-01-30 19:47:29, 2023-01-30 19:47:29,-49,2, (not associated) ,
DE:02:44:0C:2D:23, 2023-01-30 19:45:01, 2023-01-30 19:51:25,6,130, WPA3 WPA2, CCMP, SAE PSK,-67,17,1,   0.  0.  0.  0,23, , ,E6:C7:A8:4F:2F:72, 2023-01-30 19:47:30, 2023-01-30 19:47:30,-67,1, (not associated) ,
E8:65:D4:64:D1:11, 2023-01-30 19:44:07, 2023-01-30 19:51:33,5,270, WPA2, CCMP TKIP, PSK,-47,205,27,   0.  0.  0.  0,5, MHOME, ,8A:9E:BF:A4:ED:7C, 2023-01-30 19:47:06, 2023-01-30 19:47:06,-65,3, (not associated) ,
F4:92:BF:CA:7C:AC, 2023-01-30 19:44:07, 2023-01-30 19:51:34,1,130, OPN, ,   ,-65,47,164,  10.  5. 50.225,14, M-HOME_2.4 FL3, ,C2:2E:E0:FB:D2:36, 2023-01-30 19:46:42, 2023-01-30 19:46:42,-47,2, (not associated) ,
78:90:A2:8F:A5:CE, 2023-01-30 19:44:08, 2023-01-30 19:51:34,11,360, WPA2, CCMP TKIP, PSK,-64,139,0,   0.  0.  0.  0,10, sirin_2.4G, ,02:76:23:2C:9D:B8, 2023-01-30 19:45:00, 2023-01-30 19:46:30,-67,8, (not associated) ,
AC:85:3D:EF:52:D0, 2023-01-30 19:44:08, 2023-01-30 19:51:34,11,130, WPA2, CCMP, PSK,-68,27,49,   0.  0.  0.  0,9, Big Mouth, ,12:03:2E:A1:59:72, 2023-01-30 19:46:15, 2023-01-30 19:46:15,-61,1, (not associated) ,
8C:FD:18:B0:9E:64, 2023-01-30 19:44:07, 2023-01-30 19:51:34,9,130, WPA2 WPA, CCMP, PSK,-63,108,1,   0.  0.  0.  0,4, Reef, ,32:A4:1F:5D:C3:DD, 2023-01-30 19:46:15, 2023-01-30 19:46:15,-73,1, (not associated) ,
10:27:F5:69:FB:1A, 2023-01-30 19:44:08, 2023-01-30 19:51:34,10,270, WPA2, CCMP, PSK,-56,223,0,   0.  0.  0.  0,12, BajangWIFI24, ,86:6B:4B:F6:69:36, 2023-01-30 19:46:05, 2023-01-30 19:46:05,-59,1, (not associated) ,
AC:9E:17:5C:AE:CC, 2023-01-30 19:44:07, 2023-01-30 19:51:34,6,130, WPA2, CCMP, PSK,-56,215,403,   0.  0.  0.  0,8, MHome2.4, ,56:B9:36:15:C2:42, 2023-01-30 19:45:57, 2023-01-30 19:46:04,-85,2, 00:25:00:FF:94:73,
1A:5F:A7:1C:AB:D7, 2023-01-30 19:44:07, 2023-01-30 19:51:34,6,130, WPA3 WPA2, CCMP, SAE PSK,-46,262,13,   0.  0.  0.  0,3, Aim, ,76:67:CD:37:57:81, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-47,1, (not associated) ,
FC:EC:DA:E6:51:D9, 2023-01-30 19:44:07, 2023-01-30 19:51:34,11,130, OPN, ,   ,-46,266,29,   0.  0.  0.  0,10, M-HOME_FL4, ,D6:CF:DC:13:26:6B, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-47,1, (not associated) ,
00:0E:F4:FB:E5:59, 2023-01-30 19:44:07, 2023-01-30 19:51:35,1,130, WPA2 WPA, CCMP TKIP, PSK,-46,123,0,   0.  0.  0.  0,4, TEST, ,F6:FB:DB:77:03:19, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-49,1, (not associated) ,
50:C7:BF:1A:87:93, 2023-01-30 19:44:07, 2023-01-30 19:51:33,4,130, WPA2, CCMP, PSK,-38,221,136,   0.  0.  0.  0,13, Mhome_Private, ,1A:27:92:C3:C8:3F, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-49,1, (not associated) ,
F0:0F:EC:72:20:98, 2023-01-30 19:44:07, 2023-01-30 19:51:33,1,130, WPA2, CCMP, PSK,-28,101,8,   0.  0.  0.  0,4, ... , ,36:BD:17:D7:ED:54, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-53,1, (not associated) ,
00:25:00:FF:94:73, 2023-01-30 19:45:57, 2023-01-30 19:51:18,-1,-1, , ,   ,-1,0,0,   0.  0.  0.  0,0, , ,02:DC:D3:61:E6:EF, 2023-01-30 19:45:30, 2023-01-30 19:45:30,-53,1, (not associated) ,
,,,,,,,,,,,,,,,FA:2C:85:CA:60:81, 2023-01-30 19:45:25, 2023-01-30 19:45:25,-67,1, (not associated) ,
,,,,,,,,,,,,,,,76:8D:14:4A:BE:9C, 2023-01-30 19:45:05, 2023-01-30 19:45:05,-67,3, (not associated) ,
,,,,,,,,,,,,,,,CE:DB:C0:19:B0:D5, 2023-01-30 19:44:50, 2023-01-30 19:44:50,-55,1, (not associated) ,
,,,,,,,,,,,,,,,AE:54:96:2A:AF:20, 2023-01-30 19:44:51, 2023-01-30 19:44:51,-75,1, (not associated) ,
,,,,,,,,,,,,,,,42:77:9E:BF:97:B1, 2023-01-30 19:44:42, 2023-01-30 19:44:42,-69,1, (not associated) ,
,,,,,,,,,,,,,,,66:20:90:34:11:0E, 2023-01-30 19:44:41, 2023-01-30 19:44:41,-69,1, 18:E8:29:FE:EB:AF,
,,,,,,,,,,,,,,,AE:4F:52:D5:4E:53, 2023-01-30 19:44:16, 2023-01-30 19:44:16,-67,9, (not associated) ,
,,,,,,,,,,,,,,,6A:91:28:A1:AA:70, 2023-01-30 19:44:21, 2023-01-30 19:44:21,-69,1, (not associated) ,
,,,,,,,,,,,,,,,92:EE:B5:A8:DC:6C, 2023-01-30 19:44:21, 2023-01-30 19:44:21,-49,1, (not associated) ,
,,,,,,,,,,,,,,,72:50:FB:99:99:5E, 2023-01-30 19:44:47, 2023-01-30 19:44:47,-67,3, (not associated) ,
,,,,,,,,,,,,,,,BA:15:3D:98:5C:98, 2023-01-30 19:45:12, 2023-01-30 19:45:12,-67,1, (not associated) ,
,,,,,,,,,,,,,,,DA:21:2E:D8:06:9F, 2023-01-30 19:45:12, 2023-01-30 19:45:12,-55,2, (not associated) ,
,,,,,,,,,,,,,,,5C:E5:0C:B3:93:D0, 2023-01-30 19:45:34, 2023-01-30 19:45:34,-1,1, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,16:BC:E9:CF:C3:E0, 2023-01-30 19:45:45, 2023-01-30 19:45:45,-73,1, (not associated) ,
,,,,,,,,,,,,,,,A6:49:8A:71:0C:77, 2023-01-30 19:45:59, 2023-01-30 19:45:59,-69,1, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,C2:5C:27:08:BF:ED, 2023-01-30 19:45:01, 2023-01-30 19:46:08,-71,3, DE:02:44:0C:2D:23,
,,,,,,,,,,,,,,,CE:09:99:BA:8F:6F, 2023-01-30 19:46:12, 2023-01-30 19:46:19,-79,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,BE:A1:CD:4A:F9:7D, 2023-01-30 19:46:23, 2023-01-30 19:46:23,-67,2, (not associated) ,
,,,,,,,,,,,,,,,96:76:76:F5:4D:23, 2023-01-30 19:46:24, 2023-01-30 19:46:24,-67,1, (not associated) ,
,,,,,,,,,,,,,,,22:F5:7D:BA:F7:A4, 2023-01-30 19:46:24, 2023-01-30 19:46:24,-65,1, (not associated) ,
,,,,,,,,,,,,,,,AA:EC:E1:25:A7:D5, 2023-01-30 19:46:24, 2023-01-30 19:46:24,-63,2, (not associated) ,
,,,,,,,,,,,,,,,CA:E8:0A:B9:73:9D, 2023-01-30 19:46:24, 2023-01-30 19:46:24,-63,2, (not associated) ,
,,,,,,,,,,,,,,,7E:6F:F4:44:77:C3, 2023-01-30 19:46:55, 2023-01-30 19:46:55,-55,2, (not associated) ,
,,,,,,,,,,,,,,,AE:33:13:69:19:A3, 2023-01-30 19:47:24, 2023-01-30 19:47:24,-83,1, (not associated) ,
,,,,,,,,,,,,,,,7E:1C:54:91:41:8A, 2023-01-30 19:47:22, 2023-01-30 19:47:22,-63,2, (not associated) ,
,,,,,,,,,,,,,,,EA:EA:69:83:89:47, 2023-01-30 19:47:31, 2023-01-30 19:47:31,-63,1, (not associated) ,
,,,,,,,,,,,,,,,6E:B5:6F:71:90:F4, 2023-01-30 19:47:31, 2023-01-30 19:47:31,-61,1, (not associated) ,
,,,,,,,,,,,,,,,2A:BE:B9:9F:18:D5, 2023-01-30 19:47:47, 2023-01-30 19:47:47,-65,7, (not associated) ,M-HOME_FL1
,,,,,,,,,,,,,,,76:8C:98:6C:36:53, 2023-01-30 19:46:42, 2023-01-30 19:48:07,-73,4, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,02:18:3E:15:65:DA, 2023-01-30 19:44:33, 2023-01-30 19:48:07,-59,19, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,42:B5:57:A5:8B:47, 2023-01-30 19:48:20, 2023-01-30 19:48:20,-67,2, (not associated) ,
,,,,,,,,,,,,,,,D2:13:C0:FD:BB:01, 2023-01-30 19:48:21, 2023-01-30 19:48:21,-67,4, (not associated) ,
,,,,,,,,,,,,,,,DA:9D:45:EA:6E:83, 2023-01-30 19:48:22, 2023-01-30 19:48:22,-61,1, (not associated) ,
,,,,,,,,,,,,,,,C2:30:D0:2D:C5:69, 2023-01-30 19:48:48, 2023-01-30 19:48:48,-69,1, (not associated) ,
,,,,,,,,,,,,,,,C8:A8:23:11:F7:C1, 2023-01-30 19:49:00, 2023-01-30 19:49:00,-91,3, 8C:FD:18:B0:9E:64,
,,,,,,,,,,,,,,,72:9E:28:64:F4:3F, 2023-01-30 19:48:55, 2023-01-30 19:48:55,-47,1, (not associated) ,
,,,,,,,,,,,,,,,9A:DA:C6:D1:81:5E, 2023-01-30 19:48:55, 2023-01-30 19:48:55,-39,2, (not associated) ,
,,,,,,,,,,,,,,,4A:66:65:AF:FD:EC, 2023-01-30 19:49:08, 2023-01-30 19:49:08,-61,2, (not associated) ,
,,,,,,,,,,,,,,,1A:81:91:31:A8:77, 2023-01-30 19:49:07, 2023-01-30 19:49:07,-55,1, (not associated) ,
,,,,,,,,,,,,,,,0E:52:FE:DB:11:8D, 2023-01-30 19:49:08, 2023-01-30 19:49:08,-55,1, (not associated) ,
,,,,,,,,,,,,,,,46:8C:72:F0:58:F6, 2023-01-30 19:49:08, 2023-01-30 19:49:08,-55,1, (not associated) ,
,,,,,,,,,,,,,,,BA:97:6A:EE:96:75, 2023-01-30 19:49:08, 2023-01-30 19:49:08,-55,1, (not associated) ,
,,,,,,,,,,,,,,,8A:F0:94:81:92:49, 2023-01-30 19:49:24, 2023-01-30 19:49:24,-71,5, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,CA:A0:B3:6C:1F:7F, 2023-01-30 19:49:34, 2023-01-30 19:49:34,-65,3, (not associated) ,
,,,,,,,,,,,,,,,26:15:55:4A:C9:5F, 2023-01-30 19:49:43, 2023-01-30 19:49:43,-81,2, (not associated) ,
,,,,,,,,,,,,,,,52:0C:4F:15:01:60, 2023-01-30 19:49:51, 2023-01-30 19:49:57,-84,4, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,3A:E8:40:BF:49:9E, 2023-01-30 19:49:46, 2023-01-30 19:49:57,-81,5, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,72:35:8A:82:50:66, 2023-01-30 19:49:57, 2023-01-30 19:49:57,-45,1, (not associated) ,
,,,,,,,,,,,,,,,8E:D4:F4:6F:FB:EC, 2023-01-30 19:44:59, 2023-01-30 19:50:10,-71,21, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,76:CA:96:58:76:5F, 2023-01-30 19:50:08, 2023-01-30 19:50:08,-69,1, (not associated) ,
,,,,,,,,,,,,,,,10:5A:17:36:11:F4, 2023-01-30 19:45:19, 2023-01-30 19:50:21,-75,10, (not associated) ,HOKAPOWER_2.4G
,,,,,,,,,,,,,,,2A:DA:DB:DA:FD:86, 2023-01-30 19:50:21, 2023-01-30 19:50:21,-69,1, (not associated) ,
,,,,,,,,,,,,,,,8A:DB:10:A7:9B:8D, 2023-01-30 19:51:07, 2023-01-30 19:51:11,-83,3, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,9E:B7:8C:CB:7A:84, 2023-01-30 19:51:11, 2023-01-30 19:51:18,-80,5, 00:25:00:FF:94:73,
,,,,,,,,,,,,,,,EA:00:CD:3F:9C:21, 2023-01-30 19:46:27, 2023-01-30 19:51:25,-77,75, AC:85:3D:EF:52:D0,
,,,,,,,,,,,,,,,EA:E4:ED:DC:D8:71, 2023-01-30 19:44:08, 2023-01-30 19:51:34,-75,335, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,4E:A1:D9:4E:45:2F, 2023-01-30 19:44:25, 2023-01-30 19:51:16,-75,135, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,14:1F:78:8F:A9:68, 2023-01-30 19:44:07, 2023-01-30 19:51:34,-45,623, F4:92:BF:CA:7C:AC,
,,,,,,,,,,,,,,,34:6F:24:E4:65:8B, 2023-01-30 19:45:37, 2023-01-30 19:51:30,-69,13, (not associated) ,
,,,,,,,,,,,,,,,34:6F:24:0F:D0:FF, 2023-01-30 19:46:33, 2023-01-30 19:51:32,-67,11, (not associated) ,
,,,,,,,,,,,,,,,42:CD:DD:BA:58:6B, 2023-01-30 19:50:59, 2023-01-30 19:50:59,-69,1, (not associated) ,
,,,,,,,,,,,,,,,1E:EB:21:50:19:DF, 2023-01-30 19:50:59, 2023-01-30 19:50:59,-69,1, (not associated) ,
,,,,,,,,,,,,,,,D8:A3:15:B5:FC:D1, 2023-01-30 19:44:24, 2023-01-30 19:51:25,-67,42, E8:65:D4:64:D1:11,
,,,,,,,,,,,,,,,64:90:C1:8A:52:9E, 2023-01-30 19:46:17, 2023-01-30 19:50:51,-67,27, 8C:FD:18:B0:9E:64,
,,,,,,,,,,,,,,,86:D5:95:17:70:5B, 2023-01-30 19:48:29, 2023-01-30 19:50:43,-67,2, 18:E8:29:FE:EB:AF,
,,,,,,,,,,,,,,,BE:8E:02:0B:33:5D, 2023-01-30 19:50:33, 2023-01-30 19:50:33,-67,1, (not associated) ,
,,,,,,,,,,,,,,,96:55:C3:2A:F0:3F, 2023-01-30 19:51:19, 2023-01-30 19:51:19,-67,1, (not associated) ,
,,,,,,,,,,,,,,,6A:68:0C:33:25:DE, 2023-01-30 19:48:16, 2023-01-30 19:50:36,-65,3, 50:C7:BF:1A:87:93,
,,,,,,,,,,,,,,,DA:C9:E2:20:0B:AE, 2023-01-30 19:50:50, 2023-01-30 19:50:50,-65,2, (not associated) ,
,,,,,,,,,,,,,,,B6:B1:AA:26:CE:55, 2023-01-30 19:51:06, 2023-01-30 19:51:06,-65,1, (not associated) ,
,,,,,,,,,,,,,,,7A:BF:6D:11:ED:05, 2023-01-30 19:51:13, 2023-01-30 19:51:13,-65,1, (not associated) ,
,,,,,,,,,,,,,,,8A:C1:D2:2E:8A:38, 2023-01-30 19:51:06, 2023-01-30 19:51:06,-63,1, (not associated) ,
,,,,,,,,,,,,,,,EE:CA:80:63:1A:01, 2023-01-30 19:51:11, 2023-01-30 19:51:11,-63,1, (not associated) ,
,,,,,,,,,,,,,,,C8:21:58:AF:7D:A5, 2023-01-30 19:44:25, 2023-01-30 19:51:07,-61,31, FC:EC:DA:E6:51:D9,M-HOME_FL4
,,,,,,,,,,,,,,,82:CE:BA:20:93:73, 2023-01-30 19:51:09, 2023-01-30 19:51:09,-61,1, (not associated) ,
,,,,,,,,,,,,,,,4E:80:94:C7:2D:70, 2023-01-30 19:46:16, 2023-01-30 19:51:24,-59,153, F4:92:BF:CA:7C:AC,M-HOME_2.4 FL3
,,,,,,,,,,,,,,,80:4E:70:BC:6E:52, 2023-01-30 19:51:04, 2023-01-30 19:51:05,-57,15, (not associated) ,4405
,,,,,,,,,,,,,,,3C:6A:A7:DC:71:2F, 2023-01-30 19:44:33, 2023-01-30 19:51:16,-55,122, 1A:5F:A7:1C:AB:D7,WRS3_1234
,,,,,,,,,,,,,,,0E:30:FA:1C:85:FC, 2023-01-30 19:51:21, 2023-01-30 19:51:22,-55,9, (not associated) ,
,,,,,,,,,,,,,,,E2:73:7B:7A:C7:2C, 2023-01-30 19:51:21, 2023-01-30 19:51:21,-53,4, (not associated) ,
,,,,,,,,,,,,,,,66:A0:33:AF:7A:06, 2023-01-30 19:44:36, 2023-01-30 19:51:33,-43,62, F0:0F:EC:72:20:98,
,,,,,,,,,,,,,,,B8:27:EB:A9:06:0A, 2023-01-30 19:44:07, 2023-01-30 19:51:08,-5,99, 1A:5F:A7:1C:AB:D7,
,,,,,,,,,,,,,,,1C:3B:F3:30:65:C1, 2023-01-30 19:45:08, 2023-01-30 19:51:26,-1,11, AC:9E:17:5C:AE:CC,
,,,,,,,,,,,,,,,56:89:88:B6:0A:88, 2023-01-30 19:51:32, 2023-01-30 19:51:32,-63,1, (not associated) ,
,,,,,,,,,,,,,,,D6:8D:E1:4E:8B:35, 2023-01-30 19:51:32, 2023-01-30 19:51:32,-53,1, (not associated) ,
,,,,,,,,,,,,,,,76:C0:81:7D:F9:AC, 2023-01-30 19:51:34, 2023-01-30 19:51:34,-71,1, 78:90:A2:8F:A5:CE,
